"","fips","year","uranium_avg_excess","arsenic_avg_excess","dehp_avg_excess","nitrates_avg_excess","haa_avg_excess","thm_avg_excess","county","total_med","total_agri_fish_mine","agri_fish_hunt","mining_quarrying_oilgas_extract","construction","manufacturing","wholesale_trade","retail_trade","transport_warehouse_utilities","transport_warehouse","utilities","information","fin_ins_realest","fin_ins","realest_rent_lease","total_prof_sci_mgmt_admin","prof_sci_tech","admin_sup","total_edu_health_social","edu_serv","health_social","total_arts_ent_acc_food","arts_ent_rec","acc_food_serv","other_ser","pub_admin","maxcontam"
"2310","21235","2014",0,0,0,0,0,0.012125,"Whitley County, Kentucky",0.0375698801666667,-0.111227437833333,6.121865483,-0.0883798118333333,-0.0267857941666667,-0.0640283848333333,-0.0153546556666667,0.0551775691666667,0.144721858666667,0.1737246145,-0.271771787,-0.0178928291666667,-0.0215455241666667,0.0127932776666667,-0.180371174833333,-0.0381062071666667,0.103113272333333,-0.0317564728333333,0.0435126615,-0.04345744,0.075707294,-0.0599532081666667,-0.175150013333333,-0.0136366776666667,-0.15133007,0.2305976535,0.0606249999999999
"2311","21235","2015",0,0,0,0,0,0,"Whitley County, Kentucky",-0.0316825128333333,-0.0749282658333333,-1.480630996,0.0789478501666667,0.000313511833333334,-0.101858219833333,0.0535218203333333,-0.0714932428333333,-0.00941318833333333,-0.0224422685,1.224228213,0.219935528833333,-0.0603679161666667,-0.0690908893333333,0.0264217951666667,0.0123798568333333,-0.0189523636666667,0.0547077241666667,0.0022109005,0.083865461,-0.050588859,-0.0370945961666667,0.199233091666667,-0.0687857816666667,0.323274661,-0.2702025435,0
"2312","21235","2016",0,0,0,0,0,0,"Whitley County, Kentucky",0.0212025311666667,-0.378272062833333,-2.088643719,-0.194916048833333,-0.0155495601666667,-0.00752642883333333,0.0353120823333333,-0.0406723458333333,0.00411596166666667,0.0171172045,-0.248580848,0.396315729833333,0.0406885878333333,0.0490793976666667,0.148913490166667,0.133636037833333,-0.120586134666667,0.300227989166667,0.0971614115,0.038209562,0.091102667,-0.132396619166667,0.140184257666667,-0.136834898666667,-0.157569404,0.1041942455,0
"2335","22005","2011",0,0,0,0,0,0,"Ascension Parish, Louisiana",0.0128390752,-0.0863678018,-0.1300401756,0.009121146,0.0498540634,-0.002081006,0.1168339728,-0.0133538312,0.0353706804,0.0457871504,-0.0748218426,-0.0611458356,0.0992792552,0.0591380658,0.3236470874,-0.036131699,-0.0261922384,0.1035053124,0.0370071696,-0.008273298,0.0566727428,0.010210795,-0.0703696388,0.0186110698,-0.070121169,-0.0221664932,0
"2336","22005","2012",0,0,0,0,0,0,"Ascension Parish, Louisiana",0.0117989292,-0.0102497038,0.0403250104,-0.057811036,0.000873263400000001,-0.049492217,-0.0717461222,-0.0475886722,-0.0055568396,-0.0060896976,-0.0150754446,0.0240857434,-0.0446783478,-0.0452729742,-0.0039169216,0.008832062,0.0589187076,0.0398249094,0.0715440256,0.042371067,-0.0016612012,0.022044019,-0.1324978048,0.0103807738,0.004235167,-0.0057332452,0
"2337","22005","2013",0,0,0,0,0,0,"Ascension Parish, Louisiana",0.0013721032,0.1562652652,-0.0114830476,0.049310419,-0.0230606246,0.031699915,0.0494623778,0.0087781098,0.0078588554,0.0104984054,0.0203906194,-0.0712122116,0.0168884822,0.0130087088,-0.0416986416,0.008578043,-0.0259194534,-0.0773129466,-0.0574400974,-0.017421104,-0.0101824292,-0.025726431,-0.7872044608,0.0167108048,0.166444796,0.0488214448,0
"2338","22005","2014",0,0,0,0,0,0,"Ascension Parish, Louisiana",-0.0130682718,-0.1413611728,0.1548667014,-0.030489236,0.0085446304,-0.008388026,0.0148350768,0.0229746728,-0.0194752386,-0.0392541896,0.2367251104,0.1477329244,-0.0377958108,-0.0059345892,-0.2205015846,0.000805566000000001,-0.0221850714,0.0369558814,-0.0234190674,-0.051719452,0.0063245298,-0.027522098,1.2182803292,-0.0571676562,0.012824414,-0.0203415552,0
"2339","22005","2015",0,0,0,0,0,0.00507,"Ascension Parish, Louisiana",-0.0129418358,0.0817134132,-0.0536684886,0.029868707,-0.0362113326,0.028261334,-0.1093853052,0.0291897208,-0.0181974576,-0.0109416686,-0.1672184426,-0.0394606206,-0.0336935788,-0.0209392112,-0.0575299396,0.017916028,0.0153780556,-0.1029731566,-0.0276920304,0.035042787,-0.0511536422,0.020993715,-0.2282084248,0.0114650078,-0.113383208,-0.000580151200000004,0.0904999999999999
"2345","22009","2011",0,0,0,0,0,0,"Avoyelles Parish, Louisiana",0.0214451082,0.0140256728,0.016890405,0.0798904732,-0.0179624252,0.0355930926,-0.0092819346,0.0849979926,0.1000664696,0.229298719,0.029596581,-0.5606782582,-0.028495654,0.0249619164,-0.1297300212,0.15910927,-0.0262496072,-0.320076924,-0.0671758536,-0.3066690798,-0.0259022,0.0919920884,0.085437727,0.1974447184,0.1014055482,0.0174063266,0
"2346","22009","2012",0,0,0,0,0,0,"Avoyelles Parish, Louisiana",-0.0178798178,-0.0769433552,-0.257237571,0.0613337572,-0.0232707432,-0.0610912054,0.0724303024,0.1259315486,-0.1251876224,-0.180972217,-0.249266808,0.5688465828,-0.03791755,-0.0432421346,0.1947103688,-0.091497378,-0.0089475092,0.469211797,-0.0334453956,0.0299445492,-0.039870009,0.0706748134,0.02924163,0.0310378954,-0.0993730308,-0.0125190954,0
